pr_number,issue_number,commit_date,author,title,body,closer,files
6238,6238,2023-10-31T03:04:20Z,fufesou,"fix, flutter, peer info event may be changed accidentally",,,flutter/lib/models/model.dart
6237,6237,2023-10-31T00:20:59Z,fufesou,"fix, virtual dislay reset","Reset virtual display on disconn.

Just plug out all displays, do not call `manager.install_update_driver()?;`, which will not reset inner data.


",,src/virtual_display_manager.rs
6233,6233,2023-10-30T13:42:25Z,fufesou,Refact/displays arrangement,"1. Fix. Clear plugged virtual display map.
```rust
        manager.peer_index_name.clear();
        manager.headless_index_name = None;
```
2. Fix. Use `containsKey()` for map instead of `contains()`.
3. Show global displays' arrangement.


https://github.com/rustdesk/rustdesk/assets/13586388/336c6fd8-08e8-478c-9289-76cdbaf022b1

",,"flutter/lib/desktop/widgets/remote_toolbar.dart, flutter/lib/models/model.dart, src/virtual_display_manager.rs"
6229,6229,2023-10-30T11:03:03Z,21pages,yuv 444,"https://github.com/rustdesk/rustdesk/discussions/4952

1. Move convert-to-yuv funciton out of capture, capture only output rgba/bgra, convert to yuv in a specific function, let video service hold the yuv buffer. Tested on windows/macos/wayland/x11/android, and portable service, privacy mode, different resolutions.
2. Add yuv 444 support for vp9 and av1, encode 444 will be a little slower than 420.

https://github.com/rustdesk/rustdesk/assets/14891774/c1c09ded-49f8-4190-86fc-12b52d18a95b

",,"flutter/lib/common/widgets/overlay.dart, flutter/lib/common/widgets/toolbar.dart, flutter/lib/desktop/pages/desktop_setting_page.dart, flutter/lib/mobile/pages/settings_page.dart, flutter/lib/models/model.dart, libs/hbb_common/protos/message.proto, libs/hbb_common/src/config.rs, libs/scrap/build.rs, libs/scrap/examples/benchmark.rs, libs/scrap/examples/capture_mag.rs, libs/scrap/examples/ffplay.rs, libs/scrap/examples/record-screen.rs, libs/scrap/examples/screenshot.rs, libs/scrap/src/bindings/yuv_ffi.h, libs/scrap/src/common/android.rs, libs/scrap/src/common/aom.rs, libs/scrap/src/common/codec.rs, libs/scrap/src/common/convert.rs, libs/scrap/src/common/dxgi.rs, libs/scrap/src/common/hwcodec.rs, libs/scrap/src/common/linux.rs, libs/scrap/src/common/mod.rs, libs/scrap/src/common/quartz.rs, libs/scrap/src/common/vpxcodec.rs, libs/scrap/src/common/wayland.rs, libs/scrap/src/common/x11.rs, libs/scrap/src/dxgi/gdi.rs, libs/scrap/src/dxgi/mag.rs, libs/scrap/src/dxgi/mod.rs, libs/scrap/src/quartz/frame.rs"
6227,6227,2023-10-30T09:54:00Z,ClSlaid,[feat] osx pasteboard file copy and paste support,,rustdesk,"Cargo.lock, Cargo.toml, libs/clipboard/Cargo.toml, libs/clipboard/build.rs, libs/clipboard/src/OSX/Clipboard.m, libs/clipboard/src/platform/fuse.rs, libs/clipboard/src/platform/mod.rs, libs/clipboard/src/platform/unix/mod.rs, libs/clipboard/src/platform/unix/ns_clipboard.rs, src/server/connection.rs, src/ui_cm_interface.rs"
6222,6222,2023-10-30T07:15:38Z,Integral-Tech,Update cn.rs,,Integral-Tech,src/lang/cn.rs
6219,6219,2023-10-29T07:58:25Z,bovirus,Update Italian language,"@rustdesk 

Please check and merge. Thanks.",,src/lang/it.rs
6218,6218,2023-10-29T05:35:53Z,ClSlaid,[feat] osx/clipboard file,"Copy & paste file implementation on macOS.
![图片](https://github.com/rustdesk/rustdesk/assets/44747719/f1917d07-3afa-44ff-b3d2-73a7dd90569e)

Depends on #5638",ClSlaid,"Cargo.lock, Cargo.toml, build.py, flutter/lib/common/widgets/toolbar.dart, flutter/lib/consts.dart, flutter/pubspec.yaml, libs/clipboard/Cargo.toml, libs/clipboard/build.rs, libs/clipboard/src/OSX/Clipboard.m, libs/clipboard/src/X11/xf_cliprdr.c, libs/clipboard/src/cliprdr.rs, libs/clipboard/src/context_send.rs, libs/clipboard/src/lib.rs, libs/clipboard/src/platform/fuse.rs, libs/clipboard/src/platform/mod.rs, libs/clipboard/src/platform/unix/local_file.rs, libs/clipboard/src/platform/unix/mod.rs, libs/clipboard/src/platform/unix/ns_clipboard.rs, libs/clipboard/src/platform/unix/url.rs, libs/clipboard/src/platform/unix/x11.rs, libs/clipboard/src/platform/windows.rs, src/client/io_loop.rs, src/common.rs, src/flutter_ffi.rs, src/lib.rs, src/server/connection.rs, src/ui/cm.html, src/ui/header.tis, src/ui_cm_interface.rs, src/ui_interface.rs"
6215,6215,2023-10-28T18:37:08Z,BestiaPL,Update pl.rs,,,src/lang/pl.rs
6213,6213,2023-10-28T18:19:31Z,Mr-Update,Update de.rs,,,src/lang/de.rs
6211,6211,2023-10-28T09:01:46Z,jxdv,feat: PEP8 improvements,"- Corrected the indentation
- Removed some redundant spaces / parenthesis etc..
- Removed unused ""parse"" lib
- Fixed 'buid' typo",,"build.py, libs/portable/generate.py, res/lang.py"
6210,6210,2023-10-28T03:30:04Z,solokot,Update ru.rs,,,src/lang/ru.rs
6208,6208,2023-10-28T02:44:47Z,fufesou,"fix, prompt, driver cert , on disconnecting",https://github.com/rustdesk/rustdesk/issues/6204,,src/virtual_display_manager.rs
6207,6207,2023-10-28T00:47:12Z,cacing69,improve ID trans,,,src/lang/id.rs
6206,6206,2023-10-28T00:05:52Z,sahilyeole,Feat connect to peer on another server,"**Still working**

https://github.com/rustdesk/rustdesk/issues/6198#issuecomment-1782696098
Currently, I'm able to connect a peer on the public server while the control side is connected to a private server.
Support for public -> private in progress.

Ex: 143242314@164.432.413: 21116?key=32432432Efdsf34 or 143242314@public

https://github.com/rustdesk/rustdesk/assets/73148455/82ee7e63-147a-4e98-aa18-2f993d20fc06

",rustdesk,"flutter/lib/desktop/pages/connection_page.dart, src/client.rs, src/ipc.rs"
6205,6205,2023-10-27T23:10:30Z,Kleofass,Update lv.rs,,,src/lang/lv.rs
6203,6203,2023-10-27T18:27:04Z,leroyloren,Update cs.rs,,,src/lang/cs.rs
6202,6202,2023-10-27T17:02:25Z,jxdv,Update CZ translation,Made some fixes & improvements in the Czech translation.,,docs/README-CS.md
6201,6201,2023-10-27T13:07:26Z,Kleofass,Update lv.rs,,,src/lang/lv.rs
6199,6199,2023-10-27T12:15:46Z,fufesou,"feat, win virtual display","1. Change `DUMMY_DISPLAY_SIDE_MAX_SIZE` to 1024.
2. Add remote toolbar menu to plug in/out virtual display, for desktop version. No support for mobile version.


https://github.com/rustdesk/rustdesk/assets/13586388/36c26233-17f5-4502-9f40-c6d25e94031e

",rustdesk,"flutter/lib/common/widgets/autocomplete.dart, flutter/lib/consts.dart, flutter/lib/desktop/widgets/remote_toolbar.dart, flutter/lib/models/model.dart, libs/hbb_common/protos/message.proto, libs/virtual_display/dylib/src/lib.rs, src/client/io_loop.rs, src/flutter.rs, src/flutter_ffi.rs, src/lang/ar.rs, src/lang/ca.rs, src/lang/cn.rs, src/lang/cs.rs, src/lang/da.rs, src/lang/de.rs, src/lang/el.rs, src/lang/eo.rs, src/lang/es.rs, src/lang/fa.rs, src/lang/fr.rs, src/lang/hu.rs, src/lang/id.rs, src/lang/it.rs, src/lang/ja.rs, src/lang/ko.rs, src/lang/kz.rs, src/lang/lt.rs, src/lang/lv.rs, src/lang/nl.rs, src/lang/pl.rs"
6195,6195,2023-10-27T09:02:45Z,fufesou,"fix, autocomplete, fill id field","The id text field is not update on selecting.

https://github.com/rustdesk/rustdesk/assets/13586388/462b9f48-7262-4fdc-9092-ef75554e8649


https://github.com/rustdesk/rustdesk/assets/13586388/11384a24-b44c-4303-8856-3f868f44b392

",,"flutter/lib/common/widgets/autocomplete.dart, flutter/lib/desktop/pages/connection_page.dart, flutter/lib/mobile/pages/connection_page.dart"
6194,6194,2023-10-27T08:02:13Z,fufesou,add comemnt,"`Provider.of<PeerTabModel>(context, listen: false)` will not trigger rebuild.

`Provider.of<PeerTabModel>(context, listen: false)` is the same value to `gFFI.peerTabModel`.

But `Provider.of<PeerTabModel>(context, listen: false)` is used here to explicitly say ""Do not use Provider.of<PeerTabModel>(context) here"".",,flutter/lib/common/widgets/peers_view.dart
6193,6193,2023-10-27T07:06:38Z,fufesou,"fix, flutter, infinite loop","`final model = Provider.of<PeerTabModel>(context);` gets the model instance of `gFFI.peerTabModel`.

It also has a side effect of rebuild the widget.

The previous call of `gFFI.peerTabModel.setCurrentTabCachedPeers(peers);` will `notifyListeners()`.

Then infinite loop is build.

BTW, using `gFFI.peerTabModel` and `Provider.of<PeerTabModel>(context)` at the same time can be confusing. This place is prone to bugs.",fufesou,flutter/lib/common/widgets/peers_view.dart
6191,6191,2023-10-26T21:57:27Z,Mr-Update,Update de.rs,,,src/lang/de.rs
6188,6188,2023-10-26T11:20:04Z,leroyloren,Update cs.rs,,,src/lang/cs.rs
6187,6187,2023-10-26T10:06:24Z,bovirus,Update Italian language,"@rustdesk 

Please check and merge. Thanks.",,src/lang/it.rs
6186,6186,2023-10-26T09:05:28Z,fufesou,fix comments,,,flutter/lib/desktop/pages/remote_page.dart
6185,6185,2023-10-26T09:04:33Z,21pages,fix close on taskbar,"old implement just hide it without closing the connection when closed on taskbar, for this pr when closed on the taskbar:
* Windows behaves as if clicked on the close button in the top right. 
* Linux simply close all tabs since it lacks the ability to top from taskbar. 
* MacOS can't close applications directly from the taskbar

tested remote/file transfer/port forward



https://github.com/rustdesk/rustdesk/assets/14891774/cf26f6d8-7492-4ba5-a4fc-bbb55e9c623d


https://github.com/rustdesk/rustdesk/assets/14891774/5663620a-b5f3-45d0-8da8-30d9409d58fe

",rustdesk,flutter/lib/desktop/widgets/tabbar_widget.dart
6184,6184,2023-10-26T08:54:28Z,fufesou,"fix, dialog blocks tabs on the remote page","https://github.com/rustdesk/rustdesk/issues/6181


https://github.com/rustdesk/rustdesk/assets/13586388/10470fdd-8990-4c53-be36-f0773c0be597

",,"flutter/lib/desktop/pages/remote_page.dart, src/flutter_ffi.rs"
6182,6182,2023-10-26T04:54:40Z,solokot,Update ru.rs,,,src/lang/ru.rs
6173,6173,2023-10-25T08:20:47Z,flusheDData,Update es.rs,selinux_tip translation,,src/lang/es.rs
6168,6168,2023-10-25T01:22:38Z,fufesou,"fix, check session's keyboard mode on conn","Check and set keyboard mode for desktop, if current keyboard mode is not supported.

https://github.com/rustdesk/rustdesk/pull/6097#issuecomment-1778247761",,"flutter/lib/consts.dart, flutter/lib/desktop/widgets/remote_toolbar.dart, flutter/lib/models/model.dart"
6166,6166,2023-10-24T21:13:34Z,sahilyeole,Fix ID text field ui not updating on peer card connection ,"https://github.com/rustdesk/rustdesk/pull/6040#issuecomment-1776337453


https://github.com/rustdesk/rustdesk/assets/73148455/b59316b2-6dd9-4417-966e-27f1e250dd8f

",,"flutter/lib/common.dart, flutter/lib/desktop/pages/connection_page.dart"
6165,6165,2023-10-24T18:05:44Z,sahilyeole,Feat single peer per row/list view,"https://github.com/rustdesk/rustdesk/discussions/4731
New peer view option: 'List'
Updated other view type names to 'Big Tiles' & 'Small Tiles'

(old video)

https://github.com/rustdesk/rustdesk/assets/73148455/c9fd3aaf-9746-41fd-a014-a7f9cd7cd25c

(updated video)

https://github.com/rustdesk/rustdesk/assets/73148455/a9f223fd-33e6-43ec-87f6-1a2d49b513f8


In case of long alias name:
<img width=""672"" alt=""Screenshot 2023-10-24 at 11 27 23 PM"" src=""https://github.com/rustdesk/rustdesk/assets/73148455/b245c15a-e0b9-4054-bfb3-505012a8afaf"">

",sahilyeole,"flutter/lib/common/widgets/peer_card.dart, flutter/lib/common/widgets/peer_tab_page.dart, flutter/lib/common/widgets/peers_view.dart, src/lang/ar.rs, src/lang/ca.rs, src/lang/cn.rs, src/lang/cs.rs, src/lang/da.rs, src/lang/de.rs, src/lang/el.rs, src/lang/eo.rs, src/lang/es.rs, src/lang/fa.rs, src/lang/fr.rs, src/lang/hu.rs, src/lang/id.rs, src/lang/it.rs, src/lang/ja.rs, src/lang/ko.rs, src/lang/kz.rs, src/lang/lt.rs, src/lang/lv.rs, src/lang/nl.rs, src/lang/pl.rs, src/lang/pt_PT.rs, src/lang/ptbr.rs, src/lang/ro.rs, src/lang/ru.rs, src/lang/sk.rs, src/lang/sl.rs"
6158,6158,2023-10-24T05:43:07Z,solokot,Update ru.rs,,,src/lang/ru.rs
6156,6156,2023-10-24T03:47:02Z,dignow,"fix, win, install cert","1. Use `CertOpenStore()` instead of `CertOpenSystemStoreW()`.
2. Create a certificate context by `CertCreateCertificateContext()` and then install the cert.
3. Fix potential crash when uninstalling cert. `CertDeleteCertificateFromStore()` should not be called after cert context enumeration.

Registry operations are left as an insurance.

This PR may fix the exclamation issue. But I haven't reproduced it, so I can't confirm.

https://github.com/rustdesk/rustdesk/issues/4597#issuecomment-1616396696",dignow,src/platform/windows.rs
6155,6155,2023-10-23T15:19:38Z,bovirus,Update Italian language,"@rustdesk 

Please check and merge. Thanks.",,src/lang/it.rs
6150,6150,2023-10-23T09:46:34Z,21pages,hwcodec check wait more time,"1. android get_home, bad code get corrent result, file transfer and log are still ok after modification.
This is how it works:
![dad77670a43ab65b2c47125fb331798](https://github.com/rustdesk/rustdesk/assets/14891774/667d937e-de1c-46f1-b1ca-417619025637)

2. The hwcodec check may be slow on poor performance computer on system startup, give more wait time to let it finish the check.",,"libs/hbb_common/src/config.rs, libs/scrap/src/common/hwcodec.rs"
6137,6137,2023-10-22T23:55:46Z,sahilyeole,Feat autocomplete mobile,"Autocomplete feature for mobile + fix empty peers on desktop

Tested android + ios (multiple screen sizes)


https://github.com/rustdesk/rustdesk/assets/73148455/a65aec4d-f3c2-4838-8ae3-9e8c420ff6a9

",rustdesk,"flutter/lib/common/widgets/autocomplete.dart, flutter/lib/desktop/pages/connection_page.dart, flutter/lib/mobile/pages/connection_page.dart"
6134,6134,2023-10-22T13:51:59Z,Kleofass,Update lv.rs,,,src/lang/lv.rs
6133,6133,2023-10-22T12:36:42Z,fufesou,"fix, android physical mouse, click events, penetrated","No video to provide.

https://github.com/rustdesk/rustdesk/issues/6002",,flutter/lib/mobile/pages/remote_page.dart
6131,6131,2023-10-22T07:50:37Z,Mr-Update,Update de.rs,,,src/lang/de.rs
6130,6130,2023-10-22T06:53:40Z,hannywk,Update config.rs,1,,libs/hbb_common/src/config.rs
6128,6128,2023-10-21T15:26:29Z,fufesou,add selinux tip,"SELinux is not supported on Ubuntu22.04 by default.
The `sestatus` command is also not supported on Ubuntu22.04 by default.

So a rust dep `selinux` is added, the `libselinux1-dev` dep is also required.


https://github.com/rustdesk/rustdesk/assets/13586388/b092dfa8-8291-46c7-a6e9-6cbc185ebc5c


https://github.com/rustdesk/rustdesk/assets/13586388/a18cad68-1ffa-4db1-8dee-e8a62a1603a9


",,"Cargo.lock, flutter/lib/desktop/pages/connection_page.dart, flutter/lib/desktop/pages/desktop_home_page.dart, src/flutter_ffi.rs, src/lang/ar.rs, src/lang/ca.rs, src/lang/cn.rs, src/lang/cs.rs, src/lang/da.rs, src/lang/de.rs, src/lang/el.rs, src/lang/en.rs, src/lang/eo.rs, src/lang/es.rs, src/lang/fa.rs, src/lang/fr.rs, src/lang/hu.rs, src/lang/id.rs, src/lang/it.rs, src/lang/ja.rs, src/lang/ko.rs, src/lang/kz.rs, src/lang/lt.rs, src/lang/lv.rs, src/lang/nl.rs, src/lang/pl.rs, src/lang/pt_PT.rs, src/lang/ptbr.rs, src/lang/ro.rs, src/lang/ru.rs"
6126,6126,2023-10-21T08:57:52Z,dignow,"fix, current user check, ignore '2 sessions listed.'","
Avoid the `USER` to be ""listed.""

```
SESSION  UID USER     SEAT  TTY  
      2 1000 username seat0 tty2
      4 1000 username       pts/0

2 sessions listed.
```",,libs/hbb_common/src/platform/linux.rs
6125,6125,2023-10-21T08:12:24Z,21pages,show reconnect timeout and dismiss all dialog when show reconnecting,"
https://github.com/rustdesk/rustdesk/assets/14891774/0d9d7e77-2974-4c02-95bb-9eb3b4b8f901

",rustdesk,"flutter/lib/common.dart, flutter/lib/models/model.dart"
6123,6123,2023-10-21T05:27:36Z,dignow,"fix is x11, on conn","Move the global `IS_X11` to `linux.rs`.

The `IS_X11` var is inited only after the service running.

It is incorrect when connecting, and syncronizing the displays info. 

https://github.com/rustdesk/rustdesk/blob/9ee1261204004a20e609a1e0930549c4847b9155/src/server/connection.rs#L1135

",,"src/common.rs, src/flutter_ffi.rs, src/platform/linux.rs, src/server/display_service.rs, src/server/input_service.rs, src/server/video_service.rs, src/server/wayland.rs"
6119,6119,2023-10-20T12:32:01Z,leroyloren,Update cs.rs,,,src/lang/cs.rs
6115,6115,2023-10-20T09:25:12Z,FastAct,Update nl.rs,,,src/lang/nl.rs
6109,6109,2023-10-20T01:36:15Z,dignow,Fix/macos close sesions,"1. Remove the confirm dialog on desktop when closing one session.

https://github.com/rustdesk/rustdesk/discussions/6091

2. The confirm dialog must be choosed before the window is closed(hidden) on macos.


https://github.com/rustdesk/rustdesk/assets/136106582/b62e5362-5b1c-4e8e-93fe-93b762aca1e6

",truthsword,"flutter/lib/common.dart, flutter/lib/desktop/pages/remote_tab_page.dart, flutter/lib/desktop/widgets/remote_toolbar.dart, flutter/lib/desktop/widgets/tabbar_widget.dart, flutter/lib/models/state_model.dart"
6107,6107,2023-10-19T21:33:33Z,cacing69,improve ID trans,,,src/lang/id.rs
6106,6106,2023-10-19T21:26:15Z,nfsec,Dockerfile refactor,"- Rename entrypoint to entrypoint.sh which is correct with shebang inside file
- Bind to specific debian version for repeatable image building processes
- Use smaller image with optimized layers
- More readable formatting",,"Dockerfile, entrypoint.sh"
6104,6104,2023-10-19T18:50:26Z,Mr-Update,Update de.rs,,,src/lang/de.rs
6103,6103,2023-10-19T16:32:24Z,flusheDData,Update es.rs,New terms added,,src/lang/es.rs
6099,6099,2023-10-19T11:45:26Z,solokot,Update ru.rs,,,src/lang/ru.rs
